State,Incident Date,# Killed,Age
Louisiana,"October 22, 2016",1,Teen
Washington,"October 16, 2016",1,Teen
North Dakota,"October 16, 2016",1,Teen
Georgia,"October 11, 2016",1,Teen
South Carolina,"October 9, 2016",1,Teen
Georgia,"October 7, 2016",1,Teen
North Dakota,"October 3, 2016",1,Teen
Texas,"September 29, 2016",1,Teen
Iowa,"September 27, 2016",1,Teen
Maryland,"September 22, 2016",1,Teen
Alaska,"September 17, 2016",1,Teen
Texas,"September 14, 2016",1,Teen
South Carolina,"September 12, 2016",1,Teen
California,"September 8, 2016",1,Teen
Texas,"September 5, 2016",1,Teen
Michigan,"September 5, 2016",2,Teen
Kentucky,"August 28, 2016",1,Teen
Texas,"August 27, 2016",1,Teen
Florida,"August 15, 2016",1,Teen
Pennsylvania,"August 12, 2016",1,Teen
Idaho,"August 9, 2016",1,Teen
North Carolina,"August 6, 2016",1,Teen
Illinois,"August 5, 2016",1,Teen
South Carolina,"August 2, 2016",1,Teen
Ohio,"August 2, 2016",1,Teen
Oklahoma,"August 1, 2016",1,Teen
Alabama,"July 31, 2016",1,Teen
New York,"July 30, 2016",1,Teen
Texas,"July 26, 2016",1,Teen
Arizona,"July 25, 2016",1,Teen
Indiana,"July 22, 2016",1,Teen
Texas,"July 19, 2016",1,Teen
Florida,"July 15, 2016",1,Teen
Texas,"July 15, 2016",1,Teen
Florida,"July 15, 2016",1,Teen
Texas,"July 8, 2016",1,Teen
Alabama,"July 6, 2016",1,Teen
Florida,"July 3, 2016",1,Teen
Tennessee,"July 3, 2016",1,Teen
Pennsylvania,"June 29, 2016",1,Teen
Texas,"June 28, 2016",1,Teen
Arizona,"June 27, 2016",1,Teen
Indiana,"June 22, 2016",1,Teen
Georgia,"June 22, 2016",1,Teen
Pennsylvania,"June 17, 2016",1,Teen
West Virginia,"June 13, 2016",1,Teen
Louisiana,"June 11, 2016",1,Teen
Michigan,"June 7, 2016",1,Teen
Maryland,"June 6, 2016",1,Teen
Georgia,"June 6, 2016",1,Teen
Missouri,"June 3, 2016",1,Teen
Colorado,"June 3, 2016",1,Teen
Illinois,"June 3, 2016",1,Teen
Washington,"May 25, 2016",1,Teen
New York,"May 19, 2016",1,Teen
Florida,"May 14, 2016",1,Teen
Louisiana,"May 10, 2016",1,Teen
California,"April 20, 2016",1,Teen
California,"April 19, 2016",1,Teen
California,"April 14, 2016",1,Teen
North Carolina,"April 10, 2016",1,Teen
Massachusetts,"April 7, 2016",1,Teen
South Carolina,"April 2, 2016",1,Teen
North Carolina,"March 31, 2016",1,Teen
Georgia,"March 28, 2016",1,Teen
Mississippi,"March 27, 2016",1,Teen
Hawaii,"March 25, 2016",1,Teen
Pennsylvania,"March 20, 2016",1,Teen
Florida,"March 19, 2016",1,Teen
Iowa,"March 18, 2016",1,Teen
South Carolina,"March 17, 2016",1,Teen
Texas,"March 14, 2016",1,Teen
West Virginia,"March 14, 2016",1,Teen
Missouri,"March 14, 2016",1,Teen
Iowa,"March 12, 2016",1,Teen
West Virginia,"March 7, 2016",1,Teen
Mississippi,"March 6, 2016",1,Teen
